Unnamed: 0,survived,pclass,sex,age,sibsp,parch,fare,embark_town,alone
696,0,3,1,44,0,0,8,2,1
697,1,3,0,28,0,0,7,1,1
698,0,1,1,49,1,1,110,0,0
699,0,3,1,42,0,0,7,2,1
700,1,1,0,18,1,0,227,0,0
701,1,1,1,35,0,0,26,2,1
702,0,3,0,18,0,1,14,0,0
703,0,3,1,25,0,0,7,1,1
704,0,3,1,26,1,0,7,2,0
705,0,2,1,39,0,0,26,2,1
706,1,2,0,45,0,0,13,2,1
707,1,1,1,42,0,0,26,2,1
708,1,1,0,22,0,0,151,2,1
709,1,3,1,28,1,1,15,0,0
710,1,1,0,24,0,0,49,0,1
711,0,1,1,28,0,0,26,2,1
712,1,1,1,48,1,0,52,2,0
713,0,3,1,29,0,0,9,2,1
714,0,2,1,52,0,0,13,2,1
715,0,3,1,19,0,0,7,2,1
716,1,1,0,38,0,0,227,0,1
717,1,2,0,27,0,0,10,2,1
718,0,3,1,28,0,0,15,1,1
719,0,3,1,33,0,0,7,2,1
720,1,2,0,6,0,1,33,2,0
721,0,3,1,17,1,0,7,2,0
722,0,2,1,34,0,0,13,2,1
723,0,2,1,50,0,0,13,2,1
724,1,1,1,27,1,0,53,2,0
725,0,3,1,20,0,0,8,2,1
726,1,2,0,30,3,0,21,2,0
727,1,3,0,28,0,0,7,1,1
728,0,2,1,25,1,0,26,2,0
729,0,3,0,25,1,0,7,2,0
730,1,1,0,29,0,0,211,2,1
731,0,3,1,11,0,0,18,0,1
732,0,2,1,28,0,0,0,2,1
733,0,2,1,23,0,0,13,2,1
734,0,2,1,23,0,0,13,2,1
735,0,3,1,28,0,0,16,2,1
736,0,3,0,48,1,3,34,2,0
737,1,1,1,35,0,0,512,0,1
738,0,3,1,28,0,0,7,2,1
739,0,3,1,28,0,0,7,2,1
740,1,1,1,28,0,0,30,2,1
741,0,1,1,36,1,0,78,2,0
742,1,1,0,21,2,2,262,0,0
743,0,3,1,24,1,0,16,2,0
744,1,3,1,31,0,0,7,2,1
745,0,1,1,70,1,1,71,2,0
746,0,3,1,16,1,1,20,2,0
747,1,2,0,30,0,0,13,2,1
748,0,1,1,19,1,0,53,2,0
749,0,3,1,31,0,0,7,1,1
750,1,2,0,4,1,1,23,2,0
751,1,3,1,6,0,1,12,2,0
752,0,3,1,33,0,0,9,2,1
753,0,3,1,23,0,0,7,2,1
754,1,2,0,48,1,2,65,2,0
755,1,2,1,0,1,1,14,2,0
756,0,3,1,28,0,0,7,2,1
757,0,2,1,18,0,0,11,2,1
758,0,3,1,34,0,0,8,2,1
759,1,1,0,33,0,0,86,2,1
760,0,3,1,28,0,0,14,2,1
761,0,3,1,41,0,0,7,2,1
762,1,3,1,20,0,0,7,0,1
763,1,1,0,36,1,2,120,2,0
764,0,3,1,16,0,0,7,2,1
765,1,1,0,51,1,0,77,2,0
766,0,1,1,28,0,0,39,0,1
767,0,3,0,30,0,0,7,1,1
768,0,3,1,28,1,0,24,1,0
769,0,3,1,32,0,0,8,2,1
770,0,3,1,24,0,0,9,2,1
771,0,3,1,48,0,0,7,2,1
772,0,2,0,57,0,0,10,2,1
773,0,3,1,28,0,0,7,0,1
774,1,2,0,54,1,3,23,2,0
775,0,3,1,18,0,0,7,2,1
776,0,3,1,28,0,0,7,1,1
777,1,3,0,5,0,0,12,2,1
778,0,3,1,28,0,0,7,1,1
779,1,1,0,43,0,1,211,2,0
780,1,3,0,13,0,0,7,0,1
781,1,1,0,17,1,0,57,2,0
782,0,1,1,29,0,0,30,2,1
783,0,3,1,28,1,2,23,2,0
784,0,3,1,25,0,0,7,2,1
785,0,3,1,25,0,0,7,2,1
786,1,3,0,18,0,0,7,2,1
787,0,3,1,8,4,1,29,1,0
788,1,3,1,1,1,2,20,2,0
789,0,1,1,46,0,0,79,0,1
790,0,3,1,28,0,0,7,1,1
791,0,2,1,16,0,0,26,2,1
792,0,3,0,28,8,2,69,2,0
793,0,1,1,28,0,0,30,0,1
794,0,3,1,25,0,0,7,2,1
795,0,2,1,39,0,0,13,2,1
796,1,1,0,49,0,0,25,2,1
797,1,3,0,31,0,0,8,2,1
798,0,3,1,30,0,0,7,0,1
799,0,3,0,30,1,1,24,2,0
800,0,2,1,34,0,0,13,2,1
801,1,2,0,31,1,1,26,2,0
802,1,1,1,11,1,2,120,2,0
803,1,3,1,0,0,1,8,0,0
804,1,3,1,27,0,0,6,2,1
805,0,3,1,31,0,0,7,2,1
806,0,1,1,39,0,0,0,2,1
807,0,3,0,18,0,0,7,2,1
808,0,2,1,39,0,0,13,2,1
809,1,1,0,33,1,0,53,2,0
810,0,3,1,26,0,0,7,2,1
811,0,3,1,39,0,0,24,2,1
812,0,2,1,35,0,0,10,2,1
813,0,3,0,6,4,2,31,2,0
814,0,3,1,30,0,0,8,2,1
815,0,1,1,28,0,0,0,2,1
816,0,3,0,23,0,0,7,2,1
817,0,2,1,31,1,1,37,0,0
818,0,3,1,43,0,0,6,2,1
819,0,3,1,10,3,2,27,2,0
820,1,1,0,52,1,1,93,2,0
821,1,3,1,27,0,0,8,2,1
822,0,1,1,38,0,0,0,2,1
823,1,3,0,27,0,1,12,2,0
824,0,3,1,2,4,1,39,2,0
825,0,3,1,28,0,0,6,1,1
826,0,3,1,28,0,0,56,2,1
827,1,2,1,1,0,2,37,0,0
828,1,3,1,28,0,0,7,1,1
829,1,1,0,62,0,0,80,2,1
830,1,3,0,15,1,0,14,0,0
831,1,2,1,0,1,1,18,2,0
832,0,3,1,28,0,0,7,0,1
833,0,3,1,23,0,0,7,2,1
834,0,3,1,18,0,0,8,2,1
835,1,1,0,39,1,1,83,0,0
836,0,3,1,21,0,0,8,2,1
837,0,3,1,28,0,0,8,2,1
838,1,3,1,32,0,0,56,2,1
839,1,1,1,28,0,0,29,0,1
840,0,3,1,20,0,0,7,2,1
841,0,2,1,16,0,0,10,2,1
842,1,1,0,30,0,0,31,0,1
843,0,3,1,34,0,0,6,0,1
844,0,3,1,17,0,0,8,2,1
845,0,3,1,42,0,0,7,2,1
846,0,3,1,28,8,2,69,2,0
847,0,3,1,35,0,0,7,0,1
848,0,2,1,28,0,1,33,2,0
849,1,1,0,28,1,0,89,0,0
850,0,3,1,4,4,2,31,2,0
851,0,3,1,74,0,0,7,2,1
852,0,3,0,9,1,1,15,0,0
853,1,1,0,16,0,1,39,2,0
854,0,2,0,44,1,0,26,2,0
855,1,3,0,18,0,1,9,2,0
856,1,1,0,45,1,1,164,2,0
857,1,1,1,51,0,0,26,2,1
858,1,3,0,24,0,3,19,0,0
859,0,3,1,28,0,0,7,0,1
860,0,3,1,41,2,0,14,2,0
861,0,2,1,21,1,0,11,2,0
862,1,1,0,48,0,0,25,2,1
863,0,3,0,28,8,2,69,2,0
864,0,2,1,24,0,0,13,2,1
865,1,2,0,42,0,0,13,2,1
866,1,2,0,27,1,0,13,0,0
867,0,1,1,31,0,0,50,2,1
868,0,3,1,28,0,0,9,2,1
869,1,3,1,4,1,1,11,2,0
870,0,3,1,26,0,0,7,2,1
871,1,1,0,47,1,1,52,2,0
872,0,1,1,33,0,0,5,2,1
873,0,3,1,47,0,0,9,2,1
874,1,2,0,28,1,0,24,0,0
875,1,3,0,15,0,0,7,0,1
876,0,3,1,20,0,0,9,2,1
877,0,3,1,19,0,0,7,2,1
878,0,3,1,28,0,0,7,2,1
879,1,1,0,56,0,1,83,0,0
880,1,2,0,25,0,1,26,2,0
881,0,3,1,33,0,0,7,2,1
882,0,3,0,22,0,0,10,2,1
883,0,2,1,28,0,0,10,2,1
884,0,3,1,25,0,0,7,2,1
885,0,3,0,39,0,5,29,1,0
886,0,2,1,27,0,0,13,2,1
887,1,1,0,19,0,0,30,2,1
888,0,3,0,28,1,2,23,2,0
889,1,1,1,26,0,0,30,0,1
890,0,3,1,32,0,0,7,1,1
